latitude,longitude,acq_time_npt,date,temperature,humidity,windspeed,pressure,cloudcover,precipitation,non_fire
27.6941,85.0176,14:04,2024-04-20,30.6,27.0,16.0,887.5,81.9,19.0,0
27.6059,84.4691,14:04,2024-04-20,35.3,36.0,6.6,979.3,82.0,0.7,0
27.6073,84.4801,14:04,2024-04-20,35.4,36.0,6.6,980.8,66.7,0.7,0
27.5438,84.0553,14:04,2024-04-20,41.4,10.0,28.9,985.7,56.7,0.6,0
27.1712,84.7817,14:04,2024-04-20,36.7,32.0,9.3,989.2,85.7,2.1,0
27.4128,84.7462,14:04,2024-04-20,35.0,33.0,11.8,953.5,54.4,1.2,0
27.5347,85.5608,14:04,2024-04-20,27.0,29.0,10.8,829.1,44.9,11.6,0
27.4249,84.3436,14:04,2024-04-20,36.7,32.0,4.8,968.0,59.8,1.1,0
27.5285,84.6297,14:04,2024-04-20,35.0,33.0,13.5,971.8,84.5,1.4,0
27.5242,84.5964,14:04,2024-04-20,35.2,36.0,10.2,974.9,86.5,1.4,0
27.5227,84.5853,14:04,2024-04-20,35.1,36.0,10.2,973.2,58.2,1.4,0
27.5302,84.6012,14:04,2024-04-20,35.3,36.0,10.2,976.3,53.0,1.4,0
27.5287,84.59,14:04,2024-04-20,35.2,36.0,10.2,975.5,67.9,1.4,0
27.5367,84.5775,14:04,2024-04-20,35.4,36.0,10.2,977.6,63.7,1.4,0
27.6185,84.997,14:04,2024-04-20,24.7,27.0,19.9,805.2,59.2,39.4,0
27.5341,84.2648,14:04,2024-04-20,35.8,42.0,8.4,981.5,69.7,1.2,0
27.5016,84.0189,14:04,2024-04-20,40.9,9.0,28.9,978.4,62.8,0.6,0
27.4931,83.9557,14:04,2024-04-20,40.5,11.0,40.0,980.9,51.9,0.6,0
27.5582,84.3051,14:04,2024-04-20,34.6,37.0,4.6,982.9,46.8,1.2,0
27.5568,84.2943,14:04,2024-04-20,35.9,42.0,8.4,983.1,89.4,1.2,0
28.5279,81.6111,14:05,2024-04-20,33.3,16.0,13.2,909.7,64.8,6.9,0
27.7189,83.9899,14:05,2024-04-20,35.9,12.0,16.9,922.2,89.7,3.1,0
27.7161,83.969,14:05,2024-04-20,36.8,12.0,16.9,937.7,49.6,3.1,0
27.7148,83.9588,14:05,2024-04-20,36.2,27.0,12.3,959.2,86.9,5.4,0
27.8884,85.2665,14:05,2024-04-20,33.5,21.0,13.2,915.7,55.5,28.3,0
27.8365,84.8429,14:05,2024-04-20,35.3,23.0,12.1,940.6,42.5,19.6,0
27.828,84.7742,14:05,2024-04-20,36.5,25.0,9.7,964.4,45.4,15.2,0
27.678,83.6161,14:05,2024-04-20,38.6,10.0,36.0,960.6,56.6,0.6,0
27.6001,82.8508,14:05,2024-04-20,40.7,9.0,34.9,987.7,89.5,3.8,0
27.8026,84.2765,14:05,2024-04-20,31.5,37.0,9.9,903.1,51.6,5.4,0
27.6234,82.8876,14:05,2024-04-20,40.8,10.0,34.9,987.8,59.1,3.8,0
27.622,82.8776,14:05,2024-04-20,40.7,9.0,34.9,987.7,61.5,3.8,0
27.9496,85.0474,14:05,2024-04-20,29.1,25.0,14.1,868.4,44.1,33.1,0
27.7363,83.4364,14:05,2024-04-20,34.8,9.0,31.1,901.6,65.6,23.8,0
27.6858,83.072,14:05,2024-04-20,41.4,54.2,3.0,998.0,89.0,1.0,0
27.6844,83.0619,14:05,2024-04-20,41.4,9.0,29.6,985.8,69.5,3.8,0
27.9521,85.0413,14:05,2024-04-20,28.4,24.0,14.1,858.4,45.8,33.1,0
27.8013,83.8554,14:05,2024-04-20,37.0,12.0,11.9,929.8,64.8,17.2,0
27.7999,83.8448,14:05,2024-04-20,36.7,12.0,11.9,926.1,40.6,17.2,0
27.7457,83.4399,14:05,2024-04-20,36.3,9.0,31.1,926.2,40.5,23.7,0
27.7616,83.4895,14:05,2024-04-20,35.7,9.0,31.1,915.8,48.1,23.8,0
27.7088,83.1036,14:05,2024-04-20,41.0,9.0,28.6,985.7,50.1,4.0,0
27.706,83.0834,14:05,2024-04-20,41.0,9.0,28.6,985.0,52.3,4.0,0
27.7046,83.0733,14:05,2024-04-20,40.9,9.0,28.6,984.4,51.9,4.0,0
27.6765,82.8725,14:05,2024-04-20,40.9,9.0,29.9,985.8,67.5,3.8,0
27.7483,83.3247,14:05,2024-04-20,38.6,43.2,1.3,1019.3,47.4,0.3,0
27.7163,83.0919,14:05,2024-04-20,40.9,9.0,28.6,983.4,44.3,4.0,0
27.7299,83.0585,14:05,2024-04-20,40.9,9.0,28.6,983.9,86.7,4.0,0
27.7214,82.9981,14:05,2024-04-20,41.0,9.0,28.6,985.9,56.4,4.0,0
27.7406,83.005,14:05,2024-04-20,41.0,9.0,28.6,984.8,52.3,4.0,0
27.7392,82.9949,14:05,2024-04-20,40.9,9.0,28.6,983.3,87.1,4.0,0
27.7915,83.3056,14:05,2024-04-20,33.1,9.0,27.5,876.9,81.1,15.9,0
27.8716,83.7573,14:05,2024-04-20,37.7,46.1,3.5,989.0,41.9,4.5,0
27.8813,83.7599,14:05,2024-04-20,36.3,43.4,1.7,987.5,58.1,4.5,0
27.8262,83.2826,14:05,2024-04-20,34.9,10.0,28.2,909.1,87.6,23.4,0
27.8244,83.1372,14:05,2024-04-20,34.1,9.0,27.9,895.0,88.0,0.9,0
27.9116,83.3717,14:05,2024-04-20,33.0,10.0,24.1,871.3,85.2,15.9,0
27.7949,82.4703,14:05,2024-04-20,38.8,11.0,22.8,962.7,54.9,2.6,0
27.7935,82.4603,14:05,2024-04-20,38.6,11.0,22.8,959.0,68.2,2.6,0
27.8037,82.4687,14:05,2024-04-20,39.2,11.0,22.8,968.9,80.8,2.6,0
27.8565,82.776,14:05,2024-04-20,36.5,12.0,23.1,939.9,87.6,6.7,0
27.9171,83.1453,14:05,2024-04-20,29.5,10.0,24.7,825.3,68.4,7.5,0
27.8099,82.3859,14:05,2024-04-20,38.6,10.0,24.1,956.1,47.0,0.8,0
27.7927,82.2668,14:05,2024-04-20,39.7,9.0,25.6,974.4,49.6,1.5,0
27.926,83.144,14:05,2024-04-20,31.6,10.0,24.7,857.3,40.9,7.5,0
27.7958,82.2254,14:05,2024-04-20,40.0,9.0,25.6,978.5,58.7,1.5,0
28.0482,83.9089,14:05,2024-04-20,35.0,44.4,3.4,1003.3,61.8,8.2,0
28.0468,83.8984,14:05,2024-04-20,35.5,57.5,3.0,988.3,82.5,8.2,0
27.8904,82.7594,14:05,2024-04-20,35.7,10.0,24.5,921.7,47.3,6.7,0
27.837,82.1973,14:05,2024-04-20,39.8,9.0,25.6,975.2,89.4,9.3,0
27.8341,82.1775,14:05,2024-04-20,39.9,9.0,25.6,977.7,59.6,2.6,0
27.9885,83.1896,14:05,2024-04-20,35.3,11.0,23.4,910.2,54.0,23.4,0
27.9198,82.6961,14:05,2024-04-20,35.9,12.0,23.6,935.6,40.1,6.7,0
28.0615,83.6621,14:05,2024-04-20,33.9,59.3,1.5,1001.4,42.6,4.5,0
27.9974,83.1879,14:05,2024-04-20,34.4,11.0,23.4,897.5,60.8,21.4,0
27.853,82.1673,14:05,2024-04-20,39.4,11.0,22.7,975.7,62.3,2.6,0
27.8516,82.1574,14:05,2024-04-20,39.5,11.0,22.7,977.4,87.7,2.6,0
27.9166,82.4819,14:05,2024-04-20,36.1,12.0,23.6,938.8,49.9,6.7,0
27.9151,82.472,14:05,2024-04-20,35.4,41.8,1.2,1003.0,40.5,12.9,0
27.9052,82.4025,14:05,2024-04-20,39.6,10.0,22.1,967.4,80.6,7.6,0
27.9732,82.6248,14:05,2024-04-20,34.8,52.0,3.7,989.7,41.5,12.9,0
27.9718,82.6149,14:05,2024-04-20,36.0,12.0,23.6,936.1,56.0,6.7,0
27.9533,82.4853,14:05,2024-04-20,35.2,55.8,3.7,990.3,49.7,12.9,0
27.9304,82.3263,14:05,2024-04-20,39.4,11.0,22.4,971.0,51.2,7.6,0
27.9146,82.217,14:05,2024-04-20,38.2,14.0,20.0,970.1,61.5,8.1,0
28.0455,83.0743,14:05,2024-04-20,30.2,10.0,28.0,836.5,52.5,9.5,0
27.9234,82.2154,14:05,2024-04-20,38.1,14.0,20.0,967.9,48.0,8.1,0
28.2316,84.383,14:05,2024-04-20,34.4,25.0,4.3,927.9,53.9,18.2,0
28.1223,83.565,14:05,2024-04-20,29.3,11.0,21.3,836.2,42.1,3.4,0
28.0544,83.0726,14:05,2024-04-20,29.2,9.0,27.5,822.5,68.3,9.5,0
28.053,83.0627,14:05,2024-04-20,30.0,9.0,27.5,834.1,58.4,9.5,0
28.0922,83.2796,14:05,2024-04-20,30.9,46.3,3.4,1002.9,44.1,11.2,0
28.1012,83.2782,14:05,2024-04-20,30.8,43.3,2.9,986.6,59.9,11.2,0
28.0999,83.2684,14:05,2024-04-20,34.5,9.0,23.5,894.8,89.5,8.1,0
28.1088,83.2668,14:05,2024-04-20,33.8,9.0,23.5,883.1,53.4,7.2,0
27.9575,82.1931,14:05,2024-04-20,37.8,12.0,20.6,950.7,63.4,8.1,0
28.0568,82.6962,14:05,2024-04-20,35.1,10.0,17.7,912.0,53.5,9.5,0
28.0554,82.6862,14:05,2024-04-20,35.2,50.8,2.4,1004.9,59.6,12.9,0
28.1459,83.2704,14:05,2024-04-20,32.4,9.0,23.1,871.0,62.7,9.5,0
28.139,83.2197,14:05,2024-04-20,34.9,8.0,23.0,897.1,81.1,8.1,0
28.0812,82.805,14:05,2024-04-20,36.0,11.0,17.7,925.7,60.0,9.5,0
28.0656,82.6944,14:05,2024-04-20,33.5,10.0,17.7,885.9,52.2,14.0,0
28.0642,82.6844,14:05,2024-04-20,34.1,10.0,17.7,895.8,59.0,16.5,0
28.0614,82.6645,14:05,2024-04-20,35.1,53.1,3.3,984.7,46.4,12.9,0
28.0901,82.8034,14:05,2024-04-20,36.1,11.0,17.7,927.4,45.6,9.5,0
27.9712,81.9147,14:05,2024-04-20,39.9,11.0,23.3,978.1,51.2,2.5,0
27.9771,81.8931,14:05,2024-04-20,39.6,11.0,23.3,972.6,83.1,2.5,0
28.1077,82.7211,14:05,2024-04-20,31.4,12.0,21.3,869.5,89.9,6.6,0
28.0178,82.0936,14:05,2024-04-20,39.0,12.0,20.5,976.0,61.0,9.3,0
28.012,82.0538,14:05,2024-04-20,38.8,12.0,20.5,972.8,80.3,2.6,0
28.2467,83.6711,14:05,2024-04-20,32.6,11.0,11.8,871.6,43.2,26.3,0
28.2454,83.6612,14:05,2024-04-20,34.3,11.0,11.8,897.4,67.8,26.3,0
28.244,83.6509,14:05,2024-04-20,34.9,11.0,11.8,908.1,49.2,26.3,0
28.1151,82.7094,14:05,2024-04-20,31.2,12.0,21.3,866.6,46.8,6.6,0
28.1137,82.6993,14:05,2024-04-20,30.9,12.0,21.3,862.1,82.4,6.6,0
28.174,82.9354,14:05,2024-04-20,28.9,9.0,26.0,829.3,48.8,9.5,0
28.1727,82.9255,14:05,2024-04-20,31.0,9.0,19.8,856.4,66.7,8.9,0
28.2984,83.781,14:05,2024-04-20,32.0,21.0,10.5,875.9,49.9,26.3,0
28.0517,81.9543,14:05,2024-04-20,39.1,12.0,18.9,979.1,40.1,1.2,0
28.0591,81.9426,14:05,2024-04-20,39.1,12.0,18.9,979.2,84.7,1.2,0
28.0679,81.941,14:05,2024-04-20,39.1,12.0,18.9,978.2,52.8,10.2,0
28.0622,81.7724,14:05,2024-04-20,39.7,11.0,19.3,982.2,50.0,2.5,0
28.1151,82.0696,14:05,2024-04-20,34.2,59.8,4.0,1009.3,83.3,5.7,0
28.1648,82.1625,14:05,2024-04-20,35.9,12.0,21.3,933.2,82.0,12.8,0
28.1634,82.1525,14:05,2024-04-20,35.9,12.0,22.2,934.6,86.5,12.8,0
28.1211,81.8637,14:05,2024-04-20,37.7,16.0,16.2,977.2,58.5,10.2,0
28.1196,81.8538,14:05,2024-04-20,37.7,16.0,16.2,977.9,57.1,10.2,0
28.1649,82.1011,14:05,2024-04-20,36.1,12.0,22.2,936.8,58.7,12.8,0
28.2891,82.9085,14:05,2024-04-20,25.9,12.0,21.4,804.1,48.7,6.5,0
28.1737,82.0995,14:05,2024-04-20,36.1,12.0,22.2,937.0,68.6,12.8,0
28.3292,83.1313,14:05,2024-04-20,31.9,13.0,15.4,882.9,61.5,9.5,0
28.152,81.8271,14:05,2024-04-20,37.8,16.0,16.2,979.5,58.8,10.2,0
28.1505,81.8171,14:05,2024-04-20,37.8,16.0,16.2,979.6,67.4,10.2,0
28.1679,81.8585,14:05,2024-04-20,37.5,16.0,16.2,973.9,60.2,10.2,0
28.2045,82.0462,14:05,2024-04-20,35.2,16.0,18.8,940.9,45.9,4.0,0
28.1752,81.7853,14:05,2024-04-20,39.7,11.0,17.3,978.7,59.0,8.5,0
28.4416,83.6139,14:05,2024-04-20,30.9,24.0,8.9,880.1,63.7,2.2,0
28.1855,81.7936,14:05,2024-04-20,39.7,11.0,17.3,977.3,84.1,8.5,0
28.1841,81.7836,14:05,2024-04-20,39.7,11.0,17.3,978.7,52.3,8.5,0
28.4478,83.5906,14:05,2024-04-20,27.8,23.0,8.9,831.2,45.3,2.2,0
28.4464,83.5804,14:05,2024-04-20,29.0,24.0,8.9,849.7,48.2,2.2,0
28.1944,81.7919,14:05,2024-04-20,37.9,15.0,16.3,976.2,63.6,11.5,0
28.1929,81.782,14:05,2024-04-20,38.1,15.0,16.3,978.1,52.9,10.2,0
28.3849,83.0614,14:05,2024-04-20,25.9,12.0,13.8,802.8,50.9,3.3,0
28.3058,82.4977,14:05,2024-04-20,28.6,44.4,2.7,1000.2,63.2,8.9,0
28.2047,81.8002,14:05,2024-04-20,37.9,15.0,16.3,974.8,66.0,11.5,0
28.2032,81.7903,14:05,2024-04-20,38.0,15.0,16.3,976.6,61.8,11.5,0
28.2017,81.7803,14:05,2024-04-20,38.1,15.0,16.3,977.9,84.4,10.2,0
28.212,81.7886,14:05,2024-04-20,38.0,15.0,16.3,976.6,82.7,10.2,0
28.2149,81.7469,14:05,2024-04-20,38.2,15.0,16.3,980.0,89.3,8.5,0
28.3009,82.2735,14:05,2024-04-20,31.3,56.9,2.2,1000.6,64.9,4.5,0
28.2575,81.9747,14:05,2024-04-20,35.9,16.0,16.6,950.6,47.3,4.0,0
28.3097,82.2718,14:05,2024-04-20,31.7,14.0,16.4,875.3,44.4,5.4,0
28.3083,82.2619,14:05,2024-04-20,31.9,14.0,16.4,877.5,51.0,11.5,0
28.484,83.3854,14:05,2024-04-20,23.6,54.5,4.1,985.0,61.5,8.0,0
28.2548,81.7643,14:05,2024-04-20,37.8,15.0,16.3,974.0,58.5,11.5,0
28.2325,81.6143,14:05,2024-04-20,38.5,15.0,15.9,982.4,64.4,11.5,0
28.2872,81.9224,14:05,2024-04-20,34.2,15.0,17.1,922.7,64.0,16.8,0
28.5366,83.3001,14:05,2024-04-20,20.0,44.0,3.1,986.4,42.0,5.5,0
28.2853,81.4803,14:05,2024-04-20,38.9,15.0,15.9,981.3,83.2,6.5,0
28.4667,82.3326,14:05,2024-04-20,28.8,14.0,14.6,845.1,48.5,5.3,0
28.4653,82.3226,14:05,2024-04-20,29.7,14.0,14.6,858.4,67.3,1.9,0
28.3648,81.6341,14:05,2024-04-20,35.7,17.0,14.9,948.7,62.7,3.9,0
28.4284,81.7499,14:05,2024-04-20,34.3,17.0,13.0,926.7,60.9,4.6,0
28.4295,81.5745,14:05,2024-04-20,36.7,17.0,15.3,966.9,80.4,8.7,0
28.3856,81.2826,14:05,2024-04-20,39.5,13.0,15.6,980.7,50.0,9.1,0
28.4813,81.8014,14:05,2024-04-20,34.4,17.0,13.2,927.5,41.5,5.5,0
28.4857,81.7696,14:05,2024-04-20,35.6,17.0,13.2,946.3,48.4,5.5,0
28.4061,81.2369,14:05,2024-04-20,39.0,16.0,13.3,984.4,63.7,9.1,0
28.5194,81.8765,14:05,2024-04-20,26.4,11.0,13.7,795.7,61.1,3.2,0
28.5224,81.8348,14:05,2024-04-20,30.6,13.0,15.5,861.5,42.6,2.2,0
28.4572,81.262,14:05,2024-04-20,39.3,14.0,14.3,981.3,55.1,12.5,0
28.4537,81.1793,14:05,2024-04-20,39.0,16.0,13.3,983.9,53.3,12.5,0
28.7156,82.7888,14:05,2024-04-20,16.4,23.0,12.2,727.9,80.2,2.9,0
28.6593,82.3257,14:05,2024-04-20,33.3,13.0,14.9,900.9,49.0,5.0,0
28.535,81.4761,14:05,2024-04-20,29.5,16.0,12.6,853.6,47.6,4.7,0
28.5228,81.3947,14:05,2024-04-20,37.4,15.0,16.6,965.8,69.6,5.2,0
28.5971,81.8346,14:05,2024-04-20,27.1,13.0,16.9,820.3,67.8,1.2,0
28.5956,81.8245,14:05,2024-04-20,30.5,50.8,4.8,994.3,51.9,0.5,0
28.5317,81.393,14:05,2024-04-20,37.1,15.0,16.6,961.5,44.5,7.7,0
28.7434,82.7932,14:05,2024-04-20,11.4,32.0,11.3,672.5,42.6,1.7,0
28.742,82.783,14:05,2024-04-20,12.0,32.0,11.3,679.5,83.5,1.7,0
28.5551,81.3619,14:05,2024-04-20,37.1,19.0,14.0,972.7,86.6,11.5,0
28.5624,81.3501,14:05,2024-04-20,37.1,19.0,14.0,972.0,40.9,11.5,0
28.5691,81.2134,14:05,2024-04-20,39.3,14.0,11.8,981.1,87.6,12.5,0
28.5675,81.2032,14:05,2024-04-20,39.3,14.0,11.8,980.7,54.8,12.5,0
28.625,81.5245,14:05,2024-04-20,34.4,18.0,13.0,927.8,40.6,5.5,0
28.6338,81.5228,14:05,2024-04-20,34.4,18.0,13.0,927.6,43.4,5.5,0
28.6125,81.3197,14:05,2024-04-20,36.5,15.0,13.1,946.1,57.8,5.4,0
28.6588,81.5078,14:05,2024-04-20,32.7,17.0,13.1,904.3,41.4,6.9,0
28.8652,82.8,14:05,2024-04-20,8.9,41.0,4.8,672.1,50.6,1.8,0
28.8637,82.7896,14:05,2024-04-20,8.9,29.0,8.7,642.0,67.5,8.2,0
28.6624,81.3968,14:05,2024-04-20,36.7,15.0,13.1,949.8,52.1,5.4,0
28.874,82.7986,14:05,2024-04-20,8.8,41.0,4.8,671.7,86.6,1.8,0
28.75,81.7415,14:05,2024-04-20,30.2,14.0,12.5,859.5,65.7,2.8,0
28.7485,81.7314,14:05,2024-04-20,31.5,14.0,12.5,879.1,87.5,4.5,0
28.9095,82.7924,14:05,2024-04-20,14.8,23.0,10.8,690.3,59.6,0.9,0
28.6279,80.8695,14:05,2024-04-20,39.6,13.0,12.2,981.2,50.1,8.4,0
28.6216,80.8284,14:05,2024-04-20,39.6,13.0,12.2,981.9,81.2,8.4,0
28.62,80.8181,14:05,2024-04-20,39.6,13.0,12.2,982.0,48.9,8.4,0
28.9184,82.7911,14:05,2024-04-20,16.0,23.0,10.8,704.6,81.3,1.0,0
28.7185,81.4064,14:05,2024-04-20,37.1,16.0,10.7,960.1,57.7,5.2,0
28.717,81.3965,14:05,2024-04-20,36.8,14.0,10.2,945.5,58.5,4.1,0
28.6321,80.8369,14:05,2024-04-20,39.6,13.0,12.2,981.5,66.5,8.4,0
28.6305,80.8266,14:05,2024-04-20,39.6,13.0,12.2,981.9,51.3,8.4,0
28.7198,81.3547,14:05,2024-04-20,34.3,15.0,11.8,915.2,43.4,6.9,0
28.6395,80.8248,14:05,2024-04-20,39.6,13.0,12.2,981.6,61.2,8.4,0
28.7302,81.3629,14:05,2024-04-20,34.5,15.0,11.8,919.4,48.5,6.9,0
28.7287,81.3528,14:05,2024-04-20,36.1,14.0,10.2,933.0,65.4,11.2,0
28.7826,81.6471,14:05,2024-04-20,31.8,13.0,10.5,874.4,62.1,4.5,0
28.7389,81.3553,14:05,2024-04-20,36.9,14.0,10.2,947.1,80.6,4.1,0
28.9495,82.7484,14:05,2024-04-20,15.4,23.0,10.8,697.5,51.3,1.0,0
28.766,81.4748,14:05,2024-04-20,32.6,12.0,12.2,882.1,43.5,4.5,0
28.7644,81.4645,14:05,2024-04-20,34.5,15.0,12.0,924.4,60.2,5.4,0
28.9387,82.6058,14:05,2024-04-20,20.7,15.0,10.3,754.9,49.3,0.8,0
28.9373,82.5955,14:05,2024-04-20,19.2,15.0,10.3,734.4,58.8,0.8,0
28.9358,82.5849,14:05,2024-04-20,14.6,23.0,10.8,687.9,54.6,0.9,0
28.9344,82.5746,14:05,2024-04-20,13.5,23.0,10.8,676.5,51.1,1.7,0
28.899,82.3242,14:05,2024-04-20,22.3,15.0,9.8,775.8,48.8,3.7,0
28.7672,81.4223,14:05,2024-04-20,36.2,20.0,9.2,957.7,44.3,5.2,0
28.7657,81.4122,14:05,2024-04-20,36.2,20.0,9.2,958.5,55.8,5.2,0
28.712,81.0578,14:05,2024-04-20,38.4,12.0,12.6,977.6,40.9,8.4,0
28.679,80.843,14:05,2024-04-20,39.5,13.0,12.2,980.5,49.5,8.4,0
28.9461,82.5935,14:05,2024-04-20,16.6,20.0,10.5,706.6,67.5,1.0,0
28.9446,82.5829,14:05,2024-04-20,11.5,22.0,10.8,651.1,65.2,8.2,0
28.7209,81.056,14:05,2024-04-20,38.2,12.0,12.6,975.6,82.6,8.4,0
28.6703,80.7279,14:05,2024-04-20,38.6,15.0,14.7,980.4,67.3,8.5,0
28.6687,80.7175,14:05,2024-04-20,38.7,15.0,14.7,980.6,51.7,8.5,0
28.9044,81.7201,14:05,2024-04-20,28.9,16.0,11.3,852.3,58.8,2.8,0
28.7613,80.4772,14:05,2024-04-20,38.1,14.0,14.4,978.8,42.2,23.9,0
28.8546,81.0232,14:05,2024-04-20,36.4,17.0,12.2,956.7,62.8,8.4,0
28.7882,80.477,14:05,2024-04-20,38.1,14.0,14.4,977.8,65.6,23.9,0
28.957,81.4564,14:05,2024-04-20,31.0,17.0,13.0,886.2,48.8,5.2,0
28.9972,81.6658,14:05,2024-04-20,26.9,18.0,10.7,831.9,88.1,5.7,0
28.9689,81.475,14:05,2024-04-20,29.3,18.0,15.2,853.9,81.5,3.5,0
28.9674,81.4649,14:05,2024-04-20,29.6,21.0,13.4,868.4,86.8,5.2,0
28.928,81.2024,14:05,2024-04-20,31.4,17.0,16.3,888.4,82.5,3.2,0
28.9089,80.6519,14:05,2024-04-20,30.4,18.0,15.7,875.1,47.4,10.1,0
28.9841,81.08,14:05,2024-04-20,32.9,18.0,11.0,907.5,55.0,8.1,0
28.9826,81.0697,14:05,2024-04-20,34.1,19.0,11.0,927.1,54.8,8.9,0
28.993,81.0786,14:05,2024-04-20,30.5,19.0,13.2,877.6,56.5,11.6,0
28.8954,80.4484,14:05,2024-04-20,37.9,14.0,11.5,974.5,60.0,29.6,0
29.0072,80.9916,14:05,2024-04-20,33.2,19.0,11.0,911.9,62.7,9.2,0
29.1364,81.7972,14:05,2024-04-20,25.3,20.0,8.9,819.8,62.3,1.7,0
29.0468,81.1929,14:05,2024-04-20,33.3,19.0,8.4,914.6,68.7,4.1,0
29.1157,81.5325,14:05,2024-04-20,33.0,18.0,10.3,913.1,54.8,5.2,0
29.0621,81.0487,14:05,2024-04-20,31.1,54.4,4.1,994.5,58.4,19.4,0
28.9613,80.3424,14:05,2024-04-20,38.0,14.0,11.5,974.5,54.4,26.2,0
29.0559,80.8295,14:05,2024-04-20,27.2,21.0,17.8,845.3,57.5,18.4,0
29.0208,80.4843,14:05,2024-04-20,29.6,17.0,15.8,862.8,52.6,10.1,0
29.082,80.76,14:05,2024-04-20,30.1,50.0,2.6,1007.6,61.4,19.4,0
29.0804,80.7499,14:05,2024-04-20,29.4,19.0,17.6,870.0,63.1,10.1,0
29.074,80.4659,14:05,2024-04-20,31.1,44.1,2.1,1001.4,69.7,10.4,0
29.1236,80.7245,14:05,2024-04-20,26.7,22.0,18.4,834.9,45.2,18.4,0
29.4114,82.2373,14:05,2024-04-20,10.7,23.0,18.7,660.2,46.1,2.7,0
29.2264,80.977,14:05,2024-04-20,35.0,16.0,13.4,942.2,60.8,11.6,0
29.163,80.3877,14:05,2024-04-20,32.2,53.2,4.2,1010.4,60.6,11.2,0
29.1428,80.26,14:05,2024-04-20,35.3,19.0,13.0,961.2,65.8,14.7,0
29.1411,80.2496,14:05,2024-04-20,35.1,19.0,13.0,957.9,83.4,32.2,0
29.1395,80.2393,14:05,2024-04-20,34.0,19.0,13.0,939.2,64.1,23.6,0
29.1503,80.2485,14:05,2024-04-20,33.4,17.0,12.4,918.8,41.5,26.9,0
29.1486,80.2383,14:05,2024-04-20,31.0,17.0,14.8,887.5,62.8,12.9,0
29.4768,82.1164,14:05,2024-04-20,16.5,36.0,9.0,720.4,69.3,1.3,0
29.2261,80.3769,14:05,2024-04-20,24.0,50.2,2.8,997.9,60.7,10.0,0
29.3195,80.7351,14:05,2024-04-20,33.9,11.0,3.9,909.2,80.2,15.6,0
29.3179,80.7247,14:05,2024-04-20,33.6,11.0,3.9,904.2,49.3,15.6,0
29.3284,80.7337,14:05,2024-04-20,31.3,12.0,2.9,869.3,86.6,15.6,0
29.4461,80.6626,14:05,2024-04-20,26.1,14.0,9.7,810.0,85.4,21.2,0
29.5187,81.0801,14:05,2024-04-20,25.7,15.0,9.8,825.4,50.9,14.2,0
29.4294,80.494,14:05,2024-04-20,29.4,15.0,14.5,859.1,61.0,13.1,0
29.7047,82.0856,14:05,2024-04-20,21.1,21.0,7.0,773.8,84.2,12.6,0
29.4655,80.3061,14:05,2024-04-20,30.7,21.0,9.8,898.6,89.5,19.4,0
29.617,80.4462,14:05,2024-04-20,34.9,13.0,10.5,928.3,52.0,13.9,0
29.6894,80.4966,14:05,2024-04-20,30.0,12.0,5.7,863.1,47.6,18.8,0
29.6878,80.486,14:05,2024-04-20,32.8,10.0,8.0,887.2,59.3,13.9,0
29.6984,80.4955,14:05,2024-04-20,27.4,11.0,5.7,825.8,68.6,16.5,0
29.6968,80.4847,14:05,2024-04-20,28.3,12.0,5.7,839.1,55.6,16.5,0
28.0756,83.617,22:28,2024-04-20,16.5,26.0,6.5,785.2,51.2,3.4,0
28.0783,83.6119,22:28,2024-04-20,17.1,26.0,6.5,794.0,45.1,3.4,0
28.109,83.2722,22:28,2024-04-20,22.5,21.0,8.0,874.5,63.7,9.5,0
28.1076,82.7538,22:28,2024-04-20,27.2,19.0,6.9,941.0,63.4,9.5,0
27.9599,83.4716,22:28,2024-04-20,22.5,35.0,9.7,919.1,57.6,23.7,0
28.1042,82.7048,22:28,2024-04-20,23.4,18.0,6.9,880.5,54.7,6.6,0
28.1133,83.268,22:28,2024-04-20,23.3,29.0,7.6,899.9,86.9,8.1,0
28.1148,82.7471,22:28,2024-04-20,26.6,19.0,6.9,931.8,56.9,9.5,0
28.1116,82.6969,22:28,2024-04-20,21.6,18.0,12.7,846.4,48.7,8.9,0
27.957,83.4271,22:28,2024-04-20,23.5,28.0,9.7,913.6,58.5,21.4,0
28.3807,82.2103,22:28,2024-04-20,22.0,43.8,2.5,1014.6,49.1,4.5,0
28.3964,82.2084,22:28,2024-04-20,22.0,41.7,2.7,1016.5,42.1,4.5,0
28.3909,82.2043,22:28,2024-04-20,22.0,55.6,4.0,1004.9,68.1,4.5,0
28.5954,81.8265,22:28,2024-04-20,21.6,18.0,6.0,861.7,53.5,2.2,0
27.9631,83.4676,22:28,2024-04-20,24.1,36.0,9.7,945.0,41.5,23.7,0
27.9604,83.4205,22:28,2024-04-20,23.9,28.0,9.7,919.7,85.5,21.4,0
27.5646,83.4583,02:10,2024-04-19,24.4,44.2,5.0,1005.1,68.9,1.9,0
28.5567,81.9225,02:10,2024-04-19,19.2,51.1,2.0,998.7,83.5,2.9,0
28.5639,81.918,02:10,2024-04-19,18.9,39.0,4.3,865.4,54.6,2.2,0
28.2296,82.1347,02:10,2024-04-19,22.0,31.0,8.4,877.1,65.2,11.5,0
